family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,reference.habitat,feeding.mode,reference.feeding.mode,tl,level.tl,reference.tl,body.shape,fin.shape,AR,level.AR,reference.AR,offspring.size,level.offspring.size,reference.offspring.size,spawning.type,reference.spawning.type,age.maturity,level.age.maturity,reference.age.maturity,fecundity,level.fecundity,reference.fecundity,length.infinity,growth.coefficient,level.growth,reference.growth,length.max,level.length.max,reference.length.max,age.max,level.age.max,reference.age.max
Ammodytidae,Ammodytes,,G,Ammodytes,7,21,benthopelagic,"FroesePauly2018, OBIS2018",planktivorous,inferred from genus,3.15,genus,FroesePauly2018,elongated,forked,1.45,gen,FroesePauly2018,0.94,gen,FroesePauly2018,non-guarder,inferred from genus,2.3,gen-ocean,FroesePauly2019,10630,gen-ocean,FroesePauly2018,26,0.34,gen-FAO,FroesePauly2018,33,gen-FAO,FroesePauly2018,10.5,gen-FAO,FroesePauly2018
Ammodytidae,Ammodytes,,G,Ammodytes,20,27,benthopelagic,"FroesePauly2018, OBIS2018",planktivorous,inferred from genus,3.15,genus,FroesePauly2018,elongated,forked,1.45,gen,FroesePauly2018,0.94,gen,FroesePauly2018,non-guarder,inferred from genus,3.2,gen-FAO,FroesePauly2019,12450,gen-FAO,FroesePauly2018,19,0.55,gen-FAO,FroesePauly2018,23,gen-LME,FroesePauly2018,7.7,gen-FAO,FroesePauly2018
Ammodytidae,Ammodytes,,G,Ammodytes,22,27,benthopelagic,"FroesePauly2018, OBIS2018",planktivorous,inferred from genus,3.15,genus,FroesePauly2018,elongated,forked,1.45,gen,FroesePauly2018,0.94,gen,FroesePauly2018,non-guarder,inferred from genus,3.2,gen-FAO,FroesePauly2019,12450,gen-FAO,FroesePauly2018,19,0.55,gen-FAO,FroesePauly2018,18,gen-LME,FroesePauly2018,7.7,gen-FAO,FroesePauly2018
Ammodytidae,Ammodytes,,G,Ammodytes,24,27,benthopelagic,"FroesePauly2018, OBIS2018",planktivorous,inferred from genus,3.15,genus,FroesePauly2018,elongated,forked,1.45,gen,FroesePauly2018,0.94,gen,FroesePauly2018,non-guarder,inferred from genus,3.2,gen-FAO,FroesePauly2019,12450,gen-FAO,FroesePauly2018,19,0.55,gen-FAO,FroesePauly2018,19,gen-LME,FroesePauly2018,7.7,gen-FAO,FroesePauly2018
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,22,27,demersal,"FroesePauly2018, OBIS2018",planktivorous,FroesePauly2018,2.68,spe,FroesePauly2018,elongated,forked,2.43,gen,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,3.2,fam-LME,FroesePauly2019,13133,fam-LME,FroesePauly2018,19,0.38,fam-LME,FroesePauly2018,30,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,24,27,demersal,"FroesePauly2018, OBIS2018",planktivorous,FroesePauly2018,2.68,spe,FroesePauly2018,elongated,forked,2.43,gen,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,3.2,fam-FAO,FroesePauly2019,13133,fam-LME,FroesePauly2018,18,0.64,fam-LME,FroesePauly2018,30,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Gymnammodytes,semisquamatus,S,Gymnammodytes semisquamatus,25,27,demersal,"FroesePauly2018, OBIS2018",planktivorous,FroesePauly2018,2.68,spe,FroesePauly2018,elongated,forked,2.43,gen,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,3.2,fam-FAO,FroesePauly2019,13133,fam-LME,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,30,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,22,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.38,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,gen-FAO,FroesePauly2018,35,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,23,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.38,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,gen-LME,FroesePauly2018,35,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,24,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.38,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,gen-FAO,FroesePauly2018,35,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,immaculatus,S,Hyperoplus immaculatus,25,27,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.38,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,12450,fam-FAO,FroesePauly2018,30,0.40,gen-FAO,FroesePauly2018,35,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,20,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,21,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,23,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-LME,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,25,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,lanceolatus,S,Hyperoplus lanceolatus,59,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.98,spe,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,13133,fam-LME,FroesePauly2018,30,0.40,spe-FAO,FroesePauly2018,40,spe,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,,G,Hyperoplus,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.98,genus,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from genus,2.0,gen-ocean,FroesePauly2019,12450,fam-FAO,FroesePauly2018,30,0.40,gen-FAO,FroesePauly2018,38,gen,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,Hyperoplus,,G,Hyperoplus,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.98,genus,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from genus,2.0,gen-ocean,FroesePauly2019,12450,fam-FAO,FroesePauly2018,30,0.40,gen-FAO,FroesePauly2018,38,gen,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,,,F,Ammodytidae,20,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.32,family,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from family,3.2,fam-FAO,FroesePauly2019,12450,fam-FAO,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,23,fam-LME,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,,,F,Ammodytidae,21,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.32,family,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from family,3.2,fam-FAO,FroesePauly2019,12450,fam-FAO,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,21,fam-FAO,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,,,F,Ammodytidae,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.32,family,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from family,3.2,fam-FAO,FroesePauly2019,12450,fam-FAO,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,18,fam-LME,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,,,F,Ammodytidae,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.32,family,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from family,3.2,fam-FAO,FroesePauly2019,12450,fam-FAO,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,19,fam-LME,FroesePauly2018,9.5,fam,FroesePauly2018
Ammodytidae,,,F,Ammodytidae,59,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.32,family,FroesePauly2018,elongated,forked,1.68,fam,FroesePauly2018,0.94,fam,FroesePauly2018,non-guarder,inferred from family,3.2,fam-FAO,FroesePauly2019,12450,fam-FAO,FroesePauly2018,20,0.53,fam-FAO,FroesePauly2018,21,fam-FAO,FroesePauly2018,9.5,fam,FroesePauly2018
Anacanthobatidae,Anacanthobatis,folirostris,S,Anacanthobatis folirostris,5,31,bathydemersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.82,family,FroesePauly2018,flat,pointed,,,,,,,non-guarder,FroesePauly2018,,,,,,,,,,,40,spe,FroesePauly2018,,,
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,7,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-ocean,FroesePauly2018,150,spe-ocean,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,8,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-ocean,FroesePauly2018,150,spe-ocean,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,9,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-ocean,FroesePauly2018,150,spe-ocean,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,18,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-ocean,FroesePauly2018,150,spe-ocean,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,19,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-ocean,FroesePauly2018,150,spe-ocean,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,19,27,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-FAO,FroesePauly2018,150,spe-FAO,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,20,27,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,6.0,spe,Wienerroither2012,46500,spe,Wiedmann2014,162,0.08,spe-LME,FroesePauly2018,162,spe,Wiedmann2014,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,21,27,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,150,0.10,spe-LME,FroesePauly2018,150,spe-LME,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,22,27,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-FAO,FroesePauly2018,150,spe-LME,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,denticulatus,S,Anarhichas denticulatus,59,27,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,truncate,1.70,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,Heessen2015,5.0,spe,Baker2010,27000,spe,Baker2009,156,0.09,spe-FAO,FroesePauly2018,150,spe-FAO,FroesePauly2018,16.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,7,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-ocean,FroesePauly2018,152,spe-FAO,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,8,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-ocean,FroesePauly2018,152,spe-LME,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,9,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-ocean,FroesePauly2018,152,spe-LME,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,18,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-ocean,FroesePauly2018,152,spe-FAO,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,19,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-ocean,FroesePauly2018,152,spe-FAO,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,19,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-FAO,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,20,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,guarder,FroesePauly2018,9.0,spe,Baker2010,12740,spe,FroesePauly2018,104,0.12,spe-LME,FroesePauly2018,104,spe,Wiedmann2014,20.0,spe,Wiedmann2014
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,21,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-FAO,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,22,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,138,0.07,spe-LME,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,23,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-FAO,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,24,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-FAO,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,lupus,S,Anarhichas lupus,59,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,elongated,rounded,1.15,spe,FroesePauly2018,6.00,spe,Wiedmann2014,non-guarder,FroesePauly2018,9.0,spe,Baker2010,25000,spe,FroesePauly2018,131,0.08,spe-FAO,FroesePauly2018,152,spe-ocean,FroesePauly2018,22.0,spe,FroesePauly2018
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,7,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-ocean,FroesePauly2018,200,spe-FAO,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,8,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-ocean,FroesePauly2018,200,spe-LME,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,9,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-ocean,FroesePauly2018,200,spe-LME,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,18,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-ocean,FroesePauly2018,200,spe-FAO,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,19,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-ocean,FroesePauly2018,200,spe-FAO,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,19,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-FAO,FroesePauly2018,180,spe-FAO,FroesePauly2018,40.0,gen,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,20,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,7.0,spe,Wienerroither2012,19700,spe-ocean,FroesePauly2018,153,0.10,spe-FAO,FroesePauly2018,180,spe-LME,FroesePauly2018,40.0,spe-LME,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,21,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-FAO,FroesePauly2018,180,spe-LME,FroesePauly2018,40.0,spe-LME,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,22,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-FAO,FroesePauly2018,180,spe-LME,FroesePauly2018,40.0,spe-LME,Wiedmann2014
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,59,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.62,spe,FroesePauly2018,elongated,truncate,1.32,spe,FroesePauly2018,3.35,spe,Wiedmann2014,guarder,FroesePauly2018,8.0,spe-ocean,FroesePauly2019,19700,spe-ocean,FroesePauly2018,153,0.10,spe-FAO,FroesePauly2018,180,spe-FAO,FroesePauly2018,40.0,gen,Wiedmann2014
